Column1,Chinese,English
1766,三鲜小笼包,Baozi Stuffed with Three Fresh Delicacies
1767,山笋香菇包,Baozi Stuffed with Bamboo Shoots and Black Mushrooms
1768,素菜包,Baozi Stuffed with Vegetables
1769,鲜虾生肉包,Baozi Stuffed with Shrimp and Pork
1770,香菇鸡肉包,Baozi Stuffed with Chicken and Black Mushroom
1771,香滑芋茸包,Baozi Stuffed with Taro Bun
1772,小笼汤包,Baozi Stuffed with Juicy Pork
1773,蟹籽小笼包,Baozi Stuffed with Pork and Crab Roe
1774,雪菜包,Baozi Stuffed with Preserved Vegetable
1775,萝卜包,Baozi Stuffed with Turnip
1776,三鲜水煎包,Pan-Fried Baozi Stuffed with Three Delicacies
1777,酱肉包,Baozi Stuffed with Braised Pork in Sauce
1778,葱油饼,Baked Scallion Pancake
1779,葱油煎饼,Pan-Fried Scallion Pancake
1780,豆沙锅饼,Red Bean Paste Pancake
1781,海鲜锅饼,Pan-Fried Seafood Pancake
1782,红薯金饼,Sweet Potato Cake
1783,韭菜晶饼,Steamed Chinese Chives Pancake
1784,萝卜丝酥饼,Pan-Fried Turnip Pancake
1785,肉末烧饼,Sesame Cake with Minced Pork
1786,肉松松饼,Minced Pork Pancake
1787,素馅饼,Vegetarian Pancake
1788,鲔鱼松饼,Tuna Pancake
1789,香酥麻饼,Sesame Pancake
1790,土豆饼,Potato Pancake
1791,芝麻大饼,Pan-Fried Sesame Pancake
1792,芋头饼,Deep-Fried Taro Pancake
1793,甜烧饼,Sweet Sesame Pancake
1794,咸烧饼,Spiced Sesame Pancake
1795,萝酥饼,Turnip Pancake
1796,家常饼,"Pancake, Home Style"
1797,荷叶饼,Lotus-Leaf-Shaped Pancake
1798,喜字饼,Steamed Pancake Stuffed with Jujube Paste
1799,小贴饼子,Baked Corn Pancake
1800,川式南瓜饼,"Deep-Fried Pumpkin Pancake, Sichuan Style"
1801,香脆贴饼子,Deep -Fried Corn Pancake
1802,黄桥烧饼,"Sesame Pancake, Huangqiao Style"
1803,炸南瓜饼,Deep-Fried Pumpkin Cake
1804,虾酱小饼,Shrimp Paste Pancake
1805,饼香肉酱鱼籽,Minced Pork and Fish Roe Pancake
1806,麻酱糖饼,Sweet Pancake with Sesame Paste
1807,炸圈饼,Doughnut
1808,咸蛋肉饼,Steamed Minced Pork with Salted Egg
1809,烙饼,Flapjack
1810,烧麦,Shaomai (Steamed Pork Dumplings)
1811,春菇烧麦,Mushroom Shaomai
1812,翡翠烧麦,Vegetable Shaomai
1813,牛肉烧麦,Beef Shaomai
1814,鲜虾烧麦仔,Shrimp Shaomai
1815,脆皮春卷,Crispy Spring Rolls
1816,海鲜春卷,Seafood Spring Rolls
1817,韭王鸡丝春卷,Spring Rolls Stuffed with Chicken and Chives
1818,肉丝炸春卷,Spring Rolls Stuffed with Shredded Pork
1819,三丝春卷,Spring Rolls Stuffed with Three Delicacies
1820,蔬菜春卷,Spring Rolls Stuffed with Vegetables
1821,酸甜炸春卷,Deep-Fried Spring Rolls with Sweet and Sour Sauce
1822,芋丝炸春卷,Taro Spring Rolls
1823,素春卷,Vegetarian Spring Rolls
1824,上海春卷,"Spring Rolls, Shanghai Style"
1825,鲜虾春卷,Spring Rolls Stuffed with Shrimps
1826,鸭丝春卷,Spring Rolls Stuffed with Shredded Duck
1827,锅贴,Guotie (Pan-Fried Meat Dumplings)
1828,牛肉锅贴,Guotie Stuffed with Beef
1829,生煎锅贴,Guotie Stuffed with Pork
1830,香煎菜肉锅贴,Guotie Stuffed with Vegetable and Pork
1831,脆炸芋头糕,Deep-Fried Taro Cake
1832,冻马蹄糕,Water Chestnut Jelly
1833,红豆糕,Red Bean Cake
1834,红豆椰汁糕,Red Bean and Coconut Pulp Cake
1835,花生糕,Peanut Cake
1836,黄油马拉糕,Steamed Brown Sugar Cake
1837,清香黄金糕,Fried Sponge Cake
1838,香煎黄金糕,Pan-Fried Sponge Cake
1839,香煎萝卜糕,Pan-Fried Turnip Cake with Bacon
1840,果皇糕,Baked Fruit Cake
1841,各式炒年糕,"Fried Rice Cake with Choices of Vegetable, Pork, Beef , Shrimp and Chicken)"
1842,豌豆糕,Steamed Pea Flour Cake
1843,冰肉椰蓉蛋糕,Minced Pork (Fat) Cake Coated with Coconut Mash
1844,XO炒萝卜糕,Fried Turnip Cake with XO Sauce
1845,粢饭糕,Glutinous Rice Roll
1846,金银迷你馒头,Mini Steamed and Deep-Fried Mantou
1847,豆蔻馒头,Mantou with Round Cardamom
1848,黑米馒头,Mantou with Black Rice
1849,生煎馒头,Pan-Fried Mantou
1850,玉米面馒头,Mantou with Corn Flour
1851,荞麦馒头,Mantou with Buckwheat
1852,炸馒头,Deep-Fried Mantou
1853,鲜奶馒头,Milk Mantou
1854,烤馒头,Baked Mantou
1855,椒盐花卷,Huajuan with Salt and Pepper
1856,麻酱花卷,Huajuan with Sesame Paste
1857,小笼葱油花卷,Huajuan with Scallion
1858,黑米小窝头,Wotou with Black Rice ( Steamed Black Rice Bun)
1859,宫廷小窝头,Royal Wotou (Steamed Corn Bun)
1860,白粥,Rice Congee
1861,香菇鸡丝粥,Congee with Black Mushrooms and Shredded Chicken
1862,极品粥,Assorted Seafood Congee
1863,南瓜粥,Pumpkin Congee
1864,皮蛋瘦肉粥,Congee with Minced Pork and Preserved Egg
1865,生滚海鲜粥,Seafood Congee
1866,小米粥,Millet Congee
1867,牛肉粥,Minced Beef Congee
1868,地瓜粥,Sweet Potato Congee
1869,小米金瓜粥,Millet Congee with Pumpkin
1870,绿豆粥,Mung Bean Congee
1871,腊八粥,Congee with Nuts and Dried Fruits (Eaten on the Eighth Day of the Twelfth Lunar Month)
1872,叉烧酥,BBQ Pork Pastry
1873,咖哩牛肉酥盒,Curry Beef Puff
1874,榴莲酥,Crispy Durian Pastry
1875,蜜汁叉烧酥,Honey BBQ Pork Puff
1876,蘑菇鸡肉酥盒,Chicken Fricassee Vol-au-vent
1877,南瓜酥,Pumpkin Puff
1878,松子叉烧酥,BBQ Pork Pastry with Pine Nuts
1879,香酥韭菜盒,Crispy Dumplings with Chinese Chives and Egg
1880,芝麻叉烧酥,BBQ Pork Pastry with Sesame
1881,莲蓉酥,Lotus Seed Puff Pastry
1882,水果酥,Fresh Fruit Puff Pastry
1883,蛋黄酥,Egg-Yolk Puff
1884,蛋黄莲茸酥,Pastry Puff Stuffed with Lotus Seed Paste and Egg Yolk
1885,蛋挞,Egg Tart
1886,小鸭酥,Duckling-Shaped Crispy Puff
1887,鸭油萝卜丝酥,Pan-Fried Turnip Cake with Duck Oil
1888,北京鸡汤馄饨,"Wonton in Chicken Soup, Beijing Style"
1889,菜肉馄饨,Pork and Vegetable Wonton Soup
1890,鲜虾小馄饨/虾肉云吞汤,Shrimp Wonton Soup
1891,鸡汤云吞,Wonton in Chicken Soup
1892,上汤云吞,Wonton Soup
1893,红油抄手,Wonton Soup in Hot and Spicy Sauce
1894,酸菜龙抄手,Wonton Soup with Preserved Vegetable
1895,四川龙抄手,"Wonton Soup, Sichuan Style"
1896,醪糟汤圆,Tangyuan (Glutinous Rice Balls) in Fermented Glutinous Rice Soup
1897,汤圆,Tangyuan (Glutinous Rice Balls)
1898,四川汤圆,Tangyuan，Sichuan Style
1899,元宵,Yuanxiao (Glutinous Rice Balls for Lantern Festival)
1900,炸云吞,Fried Wonton
1901,咸点,Assorted Salty Chinese Pastry
1902,香肠卷,Sausage Rolls
1903,香煎腐皮卷,Pan-Fried Tofu Skin Rolls Stuffed with Shrimps
1904,山菌金针肉卷,Mushroom and Pork Rolls
1905,老北京肉卷,"Meat Rolls, Beijing Style"
1906,油煎蛋皮肉卷,Pan-Fried Egg Rolls
1907,蒜香炸虾卷,Fried Shrimp Rolls with Garlic
1908,口蘑煎蛋卷,Mushroom Omelets
1909,煎蛋卷,Omelets
1910,炸羊肉串,Fried Lamb Kebabs
1911,山竹牛肉球,Steamed Beef Balls
1912,牛肉串,Beef Kebabs
1913,炸蟹角,Crab Rangoon
1914,虾吐司,Shrimp Toast
1915,粽香糯米翅,Steamed Chicken Wings with Glutinous Rice in Leaves
1916,锦绣糯米鸡,Steamed Chicken Stuffed with Glutinous Rice
1917,五香茶叶蛋,Tea Flavored Boiled Eggs
1918,醪糟鸡蛋,Poached Egg in Fermented Glutinous Rice Soup
1919,北京炒肝,"Stewed Pig Liver, Beijing Style"
1920,杂碎,Lamb Chop Suey
1921,羊肉泡馍,Pita Bread Soaked in Lamb Soup
1922,杏片炸鱼条,Deep-Fried Fish Fillet with Almonds
1923,蒜汁煎灌肠,Pan-Fried Starch Sausage with Garlic Sauce
1924,火鸭三宝扎,Steamed Three Delicacies of Duck in Roll
1925,韭菜果,Pan-Fried Chinese Chives Dumplings
1926,豆沙粽子,Zongzi Stuffed with Red Bean Paste (Glutinous Rice Wrapped in Bamboo Leaves)
1927,蜂巢炸芋头,Deep-Fried Taro Dumplings
1928,广东点心,Cantonese Dim Sum
1929,蚝皇鲜竹卷,Steamed Tofu Skin Rolls with Oyster Sauce
1930,麻团,Fried Glutinous Rice Balls with Sesame
1931,蘑菇牛肉乳蛋派,Beef and Mushroom Pie
1932,南瓜团子,Pumpkin Dumplings
1933,糯米卷,Glutinous Rice Rolls
1934,什果杏仁豆腐,Tofu with Chilled Almond and Fresh Fruits
1935,豌豆黄,Pea Cake
1936,炸麻球,Deep-Fried Glutinous Rice Balls with Sesame
1937,银丝卷,Steamed Rolls
1938,烤银丝卷,Baked Steamed Rolls
1939,油条,Youtiao（Deep-Fried Dough Sticks）
1940,芸豆卷,Kidney Bean Rolls
1941,芝麻凉卷,Sesame Rolls
1942,疙瘩汤,Dough Drop and Assorted Vegetable Soup
1943,扁食汤,Dumpling Soup
1944,咖喱角,Curry Puff
1945,麻薯,Fried Glutinous Rice Cake Stuffed with Bean Paste
1946,芝麻芋条,Deep-Fried Taro Sticks with Sesame
1947,枣泥方圃,Steamed Mini Jujube Dumplings
1948,寿桃,Peach-Shaped Mantou
1949,精品点心六种,Assorted Dim Sum (Six Kinds)
1950,水果醪糟,Fermented Glutinous Rice Soup with Fresh Fruits
1951,南瓜酪,Pumpkin Pastry
1952,枇杷果,Loquat-Shaped Cake
1953,双皮樱桃盏,Cheese and Egg Cake
1954,火烧,Baked Wheat Cake
1955,艾窝窝,Aiwowo (Steamed Rice Cakes with Sweet Stuffing)
1956,驴打滚,Lǘdagunr-- Glutinous Rice Rolls Stuffed with Red Bean Paste
1957,香芋枣排,Taro and Chinese Date Cake
1958,油炸臭豆腐,Deep-Fried Fermented Tofu
1959,虾片,Prawn Crackers
1960,卷果,"Yam and Date Rolls, Beijing Style"
1961,豆汁儿,Douzhir (Fermented Soybean Milk)
1962,豆浆,Soybean Milk
1963,豆腐脑儿,Tofu Pudding
1964,奶香粟米片饼,Golden Corn Pancake
1965,巧克力松饼,Chocolate Muffins
1966,什锦水果松饼,Assorted Fruit Muffin
1967,酒酿圆子,Glutinous Rice Balls in Fermented Rice Wine
1968,桂花酒酿圆子,Glutinous Rice Balls and Osmanthus in Fermented Rice Wine
1969,红豆沙圆子,Glutinous Rice Balls Stuffed with Red Bean Paste
1970,雪圆子,Snow Balls
1971,马蹄西米花生糊,Creamy Peanut and Water Chestnut Soup
1972,蜜糖龟苓膏,Guiling Jelly (Chinese Herbal Jelly) Served with Honey
1973,爱玉冰,Aiyu Jelly
1974,莲子红豆沙,Sweetened Red Bean Paste and Lotus Seeds
1975,陈皮红豆沙,Tangerine-Flavored Red Bean Paste
1976,莲子百合红豆沙,Sweetened Red Bean Paste with Lotus Seeds and Lily Bulbs
1977,杏仁豆腐,Almond Jelly
1978,水果盘,Fresh Fruit Platter
1979,杏汁芦荟木瓜,Papaya with Aloe and Almond Juice
1980,京味什锦甜食,"Traditional Assorted Sweets, Beijing Style"
1981,果茶山药,Chinese Yam with Nectar
1982,红果山药,Chinese Yam with Hawthorn
1983,杨枝甘露,Chilled Mango Sago Cream with Pomelo
1984,椰丝糯米糍,Glutinous Rice Balls Stuffed with Coconut
1985,奶皇糯米糍,Glutinous Rice Balls Stuffed with Cream Custard
1986,拔丝苹果,Apple in Hot Toffee
1987,拔丝山药,Chinese Yam in Hot Toffee
1988,雪梨炖百合,Snow Pear and Lily Bulb Soup
1989,冰糖莲子银耳羹,Lotus Seeds and White Fungus in Rock Sugar Soup
1990,冰糖银耳炖雪梨,Snow Pear and White Fungus in Rock Sugar Soup
1991,椰汁西米露,Sweet Sago Cream with Coconut Milk
1992,冰镇南瓜茸,Iced Pumpkin Mash
1993,冰镇三果,Iced Fruits
1994,冰镇银耳,Iced White Fungus
1995,冰糖葫芦,"Bingtanghulu /Crispy Sugar-Coated Fruit (haws, yam, etc"
1996,腌熏三文鱼,Smoked Salmon
1997,凯撒沙拉,Caesar Salad
1998,鲜蘑鸡肝,Chicken Liver Terrine with Morel
1999,奶酪瓤蟹盖,Baked Crab Shells Stuffed with Cheese
2000,鲜果海鲜沙拉,Seafood Salad with Fresh Fruits
2001,厨师沙拉,Chef's Salad
2002,金枪鱼沙拉,Tuna Salad
2003,尼斯沙拉,Salad Nicoise
2004,奶油蘑菇汤,Cream of Mushroom Soup
2005,奶油胡萝卜汤,Cream of Carrot Soup
2006,奶油芦笋汤,Cream of Asparagus Soup
2007,墨西哥辣味牛肉汤,Mexican Chili Beef Soup
2008,番茄浓汤,Tomato Bisque Soup
2009,海鲜周打汤,Seafood Chowder
2010,法式洋葱汤,French Onion Soup
2011,牛肉清汤,Beef Consommé
2012,匈牙利浓汤,Hungarian Goulash
2013,香浓牛尾汤,Oxtail Soup
2014,意大利蔬菜汤,Minestrone Soup
2015,蔬菜干豆汤,Hearty Lentil Soup
2016,牛油梨冻汤,Chilled Avocado Soup
2017,西班牙番茄冻汤,Gazpacho
2018,红酒鹅肝,Braised Goose Live in Red Wine
2019,奶酪火腿鸡排,Chicken Cordon Bleu
2020,烧瓤春鸡卷,Grilled Stuffed Chicken Rolls
2021,红酒烩鸡,Braised Chicken with Red Wine
2022,烤鸡胸酿奶酪蘑菇馅,Baked Chicken Breast Stuffed with Mushroom and Cheese
2023,炸培根鸡肉卷,Deep-Fried Chicken and Bacon Rolls
2024,水波鸡胸配意式香醋汁,Poached Chicken Breast with Balsamic Sauce
2025,烤火鸡配红浆果沙司,Roast Turkey with Cranberry Sauce
2026,烤瓤火鸡,Roast Stuffed Turkey
2027,烧烤鸡腿,BBQ Chicken Leg
2028,烤柠檬鸡腿配炸薯条,Roasted Lemon Marinade Chicken Leg with French Fries
2029,扒鸡胸,Char-Grilled Chicken Breast
2030,咖喱鸡,Curry Chicken
2031,秘制鸭胸配黑菌炒土豆,Pan-Fried Duck Breast with Sautéed Potatoes and Truffles
2032,火腿煎蛋,Fried Eggs with Ham
2033,洛林乳蛋饼,Quiche Lorraine
2034,熘糊蛋,Scrambled Egg
2035,红烩牛肉,Beef Stew
2036,白烩小牛肉,Fricasseed Veal
2037,牛里脊扒配黑椒沙司,Grilled Beef Tenderloin with Black Pepper Sauce
2038,扒肉眼牛排,Grilled Rib-Eye Steak
2039,西冷牛排配红酒少司,Roast Sirloin Steak with Red Wine
2040,T骨牛扒,T-Bone Steak
2041,烤牛肉,Roast Beef
2042,罗西尼牛柳配钵酒汁,Beef Tenderloin and Goose Liver with Truffle in Port Wine
2043,青椒汁牛柳,Beef Tenderloin with Green Pepper and Corn Sauce
2044,铁板西冷牛扒,Sirloin Steak Served on a Sizzling Iron Plate
2045,香煎奥斯卡仔牛排,Pan-Fried Veal Steak Oscar in Hollandaise Sauce
2046,咖喱牛肉,Curry Beef
2047,威灵顿牛柳,Fillet of Beef Wellington
2048,俄式牛柳丝,Beef Stroganoff
2049,烩牛舌,Braised Ox Tongue
2050,红烩牛膝,Osso Bucco
2051,黑胡椒鹿柳配野蘑菇和芹菜烤面皮,Venison Fillet with Black Pepper Coated with Mushrooms and Celery
2052,烧烤排骨,BBQ Spare Ribs
2053,烟熏蜜汁肋排,Smoked Spare Ribs with Honey
2054,意大利米兰猪排,Pork Piccatta
2055,瓤馅猪肉卷配黄桃汁,Stuffed Pork Roulade in Yellow Peach Sauce
2056,煎面包肠香草汁,Pan-Fried Swiss Meat Loaf with Pesto Sauce
2057,炸猪排,Deep-Fried Spare Ribs
2058,扒羊排,Grilled Lamb Chops
2059,扒新西兰羊排,Grilled New Zealand Lamb Chops
2060,烤羊排配奶酪和红酒汁,Roast Lamb Chops in Cheese and Red Wine
2061,海鲜串,Seafood Kebabs
2062,扒金枪鱼,Grilled Tuna Fillet
2063,清蒸熏鱼,Steamed Smoked Haddock
2064,扒挪威三文鱼排,Grilled Norwegian Salmon Fillet
2065,三文鱼扒配青柠黄油,Grilled Salmon with Lime and Butter
2066,比目鱼柳和扇贝配红酒核桃汁,Braised Flatfish Fillet and Scallop with Walnuts in Red Wine
2067,煎比目鱼,Pan-Fried Flatfish
2068,烤三文鱼柳配香草汁和黑橄榄酱,Roasted Salmon Fillet in Pesto and Black Olive Purée
2069,烤三文鱼排意大利宽面和藏红花汁,Roasted Salmon Steak in Tagliatelle and Saffron Sauce
2070,煎红加吉鱼排,Grilled Red Snapper Fillet
2071,黄油柠檬汁扒鱼柳,Grilled Fish Fillet in Lemon and Butter
2072,扒大虾,Grilled King Prawns
2073,蒜茸大虾,"Grilled King Prawns with Garlic, Herb and Butter"
2074,巴黎黄油烤龙虾,Baked Lobster with Garlic and Butter
2075,奶酪汁龙虾,Gratinated Lobster in Mornay Sauce
2076,香炸西班牙鱿鱼圈,Deep-Fried Squid Rings
2077,荷兰汁青口贝,Gratinated Mussels with Hollandaise Sauce
2078,海鲜通心粉,Macaroni with Seafood
2079,海鲜意粉,Spaghetti with Seafood
2080,意大利奶酪千层饼,Cheese Lasagna
2081,什莱奶酪比萨饼,Vegetarian Pizza
2082,海鲜比萨,Seafood Pizza
2083,烤牛肉蘑菇比萨,Roast Beef and Mushroom Pizza
2084,肉酱意大利粉,Spaghetti Bolognaise
2085,意大利奶酪馄饨,Cheese Ravioli in Herbed Cream Sauce
2086,咖喱海鲜炒饭,Stir-Fried Seafood Rice with Curry
2087,红花饭,Saffron Rice
2088,阿拉伯蔬菜黄米饭,Couscous with Vegetables
2089,西班牙海鲜饭,Paella
2090,牛肉汉堡包,Beef Burger
2091,鸡肉汉堡包,Chicken Burger
2092,美式热狗,American Hot Dog
2093,俱乐部三文治,Club Sandwich
2094,金枪鱼三文治,Tuna Sandwich
2095,烤牛肉三文治,Roast Beef Sandwich
2096,土豆泥,Mashed Potato
2097,里昂那土豆,Lyonnaise Potato
2098,公爵夫人土豆,Duchesse Potato
2099,烩红椰菜,Braised Red Cabbage
2100,水果丹麦,Fruit Danish
2101,牛角包,Croissant
2102,袋子包,Pita Bread Plain
2103,农夫包,Farmer’s Bread
2104,洋葱包,Onion Loaf
2105,全麦包,Whole Wheat Bread
2106,脆皮面包,Crispy Bread
2107,软质面包,Soft Roll
2108,硬质面包,Hard Roll
2109,起酥面包,Puff Bread
2110,辫子面包,Plait Bread
2111,黑麦面包,Rye Bread
2112,粟米面包,Sweet Corn Bread
2113,面筋面包,Gluten Bread
2114,葡萄面包,Raisin Bread
2115,长法棍,French Baguette
2116,吐司面包,Toast
2117,小甜面包,Bun
2118,小圆面包,Dinner Roll
2119,玉米面包,Corn Bread
2120,黑森林蛋糕,Black Forest Cake
2121,英式水果蛋糕,English Fruit Cake
2122,乳酪蛋糕,Cheese Cake
2123,草莓奶酪蛋糕,Strawberry Cheese Cake
2124,草莓蛋糕,Strawberry Cake
2125,蓝莓奶酪蛋糕,Blueberry Cheese Cake
2126,美式奶酪蛋糕,American Cheese Cake
2127,绿茶奶酪蛋糕,Green Tea Cheese Cake
2128,意大利提拉米苏,Italian Tiramisu
2129,大理石奶酪蛋糕,Marble Cheese Cake
2130,咖啡奶酪蛋糕,Coffee Cheese Cake
2131,天使蛋糕,Angel Food Cake
2132,红莓松糕,Cranberry Muffin
2133,干果派,Assorted Nuts Pie
2134,奶油泡芙,Cream Puff
2135,奶油角,Cream Horn
2136,蓝莓松糕,Blueberry Muffin
2137,琳泽蛋糕,Linzer Cake
2138,芒果木司蛋糕,Mango Mousse Cake
2139,黄油蛋糕,Butter Cake
2140,柠檬卷蛋糕,Lemon Roll
2141,栗子蛋糕,Chestnut Cake
2142,巧克力软糖蛋糕,Truffle Chocolate Cake
2143,乳酪蛋糕,Cheese Cake
2144,清蛋糕,Non-Fat Cake
2145,裱花蛋糕,Decorative Cake
2146,大块蛋糕,Sheet Cake
2147,海绵蛋糕,Sponge Cake
2148,戚风蛋糕,Chiffon Cake
2149,纸杯蛋糕,Cup Cake
2150,苹果派,Apple Pie
2151,草莓酥条,Strawberry Napoleon
2152,巧克力榛子蛋糕,Chocolate Hazelnut Cake
2153,拿破仑蛋糕,Napoleon Cake
2154,巧克力木司,Chocolate Mousse
2155,水果脆皮酥盒,Puff Pastry with Fruits
2156,维也纳巧克力蛋糕,Sacher Cake
2157,瑞士蛋卷,Swiss Roll
2158,热情果木司,Passion Fruit Mousse
2159,杏仁多纳圈,Almond Donuts
2160,牛奶巧克力多纳圈,Milk Chocolate Donuts
2161,鲜水果配沙巴洋,Fruit with Sabayon
2162,水果蛋挞,Fresh Fruit Tart
2163,法式苹果塔,French Apple Tart
2164,椰丝塔,Coconut Tart
2165,英式松饼,Scone
2166,泡夫条/爱克力,éclair
2167,白巧克力奶油布丁,White Chocolate Brulee
2168,绿茶布丁,Green Tea Pudding
2169,芒果布丁,Mango Pudding
2170,热枣布丁,Warm Sticky Date Pudding
2171,香草布丁,Vanilla Pudding
2172,焦糖布丁,Cream Caramel / Caramel Custard
2173,果仁布朗尼,Walnut Brownies
2174,咖啡剧本蛋糕,Opera Cake
2175,蛋白杏仁甜饼,Macaroon
2176,手指饼,Lady Finger
2177,薄脆饼,Wafer
2178,巧克力薄脆饼,Chocolate Wafer
2179,蝴蝶酥,Butterfly Cookies
2180,薄脆姜饼,Gingersnap
2181,小姜饼,Gingernut
2182,薄饼,Griddle Cake
2183,德比饼干,Derby Biscuit
2184,核桃黄油饼,Walnut Butter Sponge
2185,曲奇饼,Cookies
2186,巧克力曲奇,Chocolate Cookies
2187,千层酥,Puff Pastry
2188,苹果酪,Apple Cream
2189,苹果卷,Apple Strudel
2190,苹果冻糕,Apple Fool
2191,蛋奶冻,Custard
2192,爆米花(甜/咸),Popcorn(Sweet/Salty)
2193,8年香雕绍兴酒,Xiangdiao Shaoxing Medium Sweet (8 Years)
2194,陈年彩坛花雕,Caitan Huadiao Medium Sweet
2195,5年香雕绍兴酒,Xiangdiao Shaoxing(5 Years) Medium Sweet
2196,绍兴花雕10年,Shaoxing Huadiao(10 Years) Medium Sweet
2197,绍兴花雕20年,Shaoxing Huadiao (20 Years) Medium Sweet
2198,绍兴花雕及清酒,Shaoxing Huadiao and Sake Medium Sweet
2199,三十年花雕,Huadiao Shaoxing (30 Years) Medium Sweet
2200,绍兴加饭,Shaoxing Jiafan Medium Dry
2201,女儿红12年,Nu'er Hong (12 Years)
2202,女儿红18年,Nu'er Hong (18 Years)
2203,古越龙山,Guyue Longshan
2204,青瓷五年,Qingci Huadiao(5 Years) Medium Sweet
2205,北京醇,Beijing Chun
2206,二锅头,Erguotou (Superior 500ml  56°)
2207,精装二锅头 52度,Red Star Erguotou (500ml  52°)
2208,古钟二锅头,Guzhong Erguotou (500ml  46°)
2209,蓝花珍品二锅头,Lanhua Zhenpin Erguotou
2210,红星珍品二锅头(500毫升52度),Red Star Zhenpin Erguotou (500ml  52°)
2211,牛栏山经典二锅头(500毫升52度),Niulanshan Jingdian Erguotou (500ml  52°)
2212,青瓷珍品二锅头,Qingci Zhengpin Erguotou（500ml  46°）
2213,京酒 38度,Jing Jiu(500ml  38°)
2214,三品京酒(500毫升38度),Sanpin Jing Jiu (500ml  38°)
2215,三品京酒(500毫升52度),Sanpin Jing Jiu (500ml  52°)
2216,酒鬼 38度,Jiu Gui（500ml  38°）
2217,酒鬼 52度,Jiu Gui（500ml  52°）
2218,小酒鬼（250ml）,Xiao Jiu Gui（250ml  38°）
2219,国酿（贵州茅台系列）,Guo Niang (Moutai Liquor Series)
2220,茅台 38度,Moutai (500ml 38°)
2221,茅台 53度,Moutai (500ml 53°)
2222,茅台(三十年),Moutai (30 years）
2223,茅台(十五年),Moutai (15 years)
2224,贵州醇,Guizhou Chun
2225,国窖 38度,Guo Jiao (500ml 38°)
2226,国窖 52度,Guo Jiao (500ml 52°)
2227,国窖1573,Guo Jiao 1573 (The First Cellar in China)
2228,泸州老窖 38度,Luzhou Lao Jiao（38°）
2229,泸州老窖 52度,Luzhou Lao Jiao（52°）
2230,康雍乾御冠酒(400毫升50度),Kang Yong Qian Imperial Crown (400ml 50°)
2231,康雍乾御酒(450毫升50度),Kang Yong Qian (450ml 50°)
2232,剑南春 38度,Jiannanchun （38°）
2233,剑南春 52度,Jiannanchun（52°）
2234,蒙古王 44度,Mongolian King（ 44°）
2235,三星金六福（高、低）,Jinliufu Three-Star (High/Low)
2236,三星金六福（三两）,Jinliufu（150ml）
2237,五星金六福（高、低）,"Jinliufu Five-Star (High, Low)"
2238,金六福（五星）52度,Jinliufu (Five-Star) (52°)
2239,水井坊 39度,Shuijingfang (39°)
2240,水井坊 52度,Shuijingfang (52°)
2241,水井坊 53度,Shuijingfang (53°)
2242,五粮液 39度,Wuliangye (39°)
2243,五粮液 52度,Wuliangye (52°)
2244,五粮液一帆风顺 52度,Wuliangye Liquor  Yi Fan Feng Shun (52°)--Symbolizing Plain Sailing P127 40
2245,小糊涂仙 52度,Xiaohutuxian (52°)
2246,小角楼,Xiaojiaolou
2247,青岛啤酒,Tsingtao Beer
2248,青岛扎啤/青岛生啤,Tsingtao Draft
2249,燕京啤酒,Yanjing Beer
2250,燕京生啤 0,Yanjing Draft (0
2251,燕京无醇啤酒,Yanjing Alcohol-Free
2252,燕京扎啤,Yanjing Draft
2253,雪花啤酒,Snow Beer
2254,北京生啤,Beijing Draft Beer
2255,哈尔滨啤酒,Harbin Beer
2256,92年长城干红葡萄酒,Great Wall Red Wine (Year 1992)
2257,92年张裕卡斯特干红,Changyu Castel (Year 1992)
2258,95年张裕卡斯特干红,Changyu Castel (Year 1995)
2259,张裕解百纳干红葡萄酒,Changyu Cavernet
2260,张裕起泡酒,Changyu Sparkling Cider
2261,长城1995（长城红葡萄酒，中国）,Great Wall Cabernet Sauvignon (Year 1995)
2262,长城2002（长城红葡萄酒，中国）,Great Wall Cabernet Sauvignon (Year 2002)
2263,长城A区（长城红葡萄酒，中国）,Great Wall Huaxia PuYuan A Cabernet Sauvignon
2264,华夏95年长城,Huaxia Great Wall Vintage Red Wine (Year 1995)
2265,华夏长城赤霞珠,Great Wall Cabernet Sauvignon Red Wine
2266,华夏长城葡萄园A区,Great Wall Region A Red Wine
2267,华夏长城莎当妮干白,Great Wall Chardonnay White Wine
2268,华夏长城特选,Great Wall Selection Red Wine
2269,沙城长城干红三星,Great Wall Red Wine(Three-Star)
2270,沙城长城干红四星,Great Wall Red Wine (Four-Star)
2271,沙城长城干红五星,Great Wall Red Wine (Five-Star)
2272,沙城长城干红一星,Great Wall Red Wine (One-Star)
2273,雷司令（龙徽，中国）,Dragon Seal Riesling
2274,龙徽赤霞珠,Dragon Seal Cabernet Sauvignon Red Wine
2275,龙徽干白葡萄酒,Dragon Seal White Wine
2276,龙徽干红葡萄酒,Dragon Seal Red Wine
2277,龙徽怀来珍藏,Dragon Seal Huailai Reserve
2278,龙徽怀来珍藏干红葡萄酒,Dragon Seal Huailai Dry Red Reserve
2279,龙徽起泡酒,Dragon Seal Sparkling Cider
2280,龙徽莎当妮干白,Dragon Seal Chardonnay White Wine
2281,龙徽庄园,Dragon Seal Cru de Red Wine
